Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
1,Alex Abrines\abrinal01,SG,24,OKC,53,8,16.0,1.6,4.1,.386,1.1,2.9,.372,0.5,1.1,.424,.521,0.6,0.7,.865,0.4,1.3,1.7,0.4,0.5,0.1,0.4,1.8,4.8
2,Quincy Acy\acyqu01,PF,27,BRK,52,8,20.8,1.8,5.3,.339,1.4,4.2,.333,0.4,1.2,.361,.469,0.9,1.1,.821,0.7,3.5,4.2,0.8,0.5,0.3,1.0,2.2,5.9
3,Steven Adams\adamsst01,C,24,OKC,54,54,32.4,5.9,9.5,.626,0.0,0.0,.000,5.9,9.4,.629,.626,2.0,3.5,.579,5.2,3.9,9.1,0.9,1.2,1.0,1.5,2.9,13.9
4,Bam Adebayo\adebaba01,C,20,MIA,49,11,20.6,2.6,4.9,.542,0.0,0.1,.000,2.6,4.7,.556,.542,2.0,2.7,.739,1.6,3.7,5.3,1.7,0.6,0.7,0.9,2.1,7.3
5,Arron Afflalo\afflaar01,SG,32,ORL,43,2,12.9,1.1,3.0,.377,0.5,1.3,.370,0.7,1.8,.382,.454,0.4,0.5,.818,0.1,1.3,1.4,0.5,0.0,0.2,0.4,1.1,3.2
6,Cole Aldrich\aldrico01,C,29,MIN,13,0,2.2,0.2,0.7,.333,0.0,0.0,,0.2,0.7,.333,.333,0.2,0.3,.500,0.2,0.3,0.5,0.1,0.2,0.1,0.1,0.5,0.6
7,LaMarcus Aldridge\aldrila01,C,32,SAS,54,54,33.9,8.9,17.7,.501,0.5,1.4,.329,8.4,16.3,.516,.514,4.2,5.1,.835,3.4,5.0,8.4,2.0,0.5,1.2,1.5,2.2,22.4
8,Jarrett Allen\allenja01,C,19,BRK,50,9,18.2,3.1,5.3,.586,0.1,0.2,.333,3.0,5.1,.594,.591,1.4,1.8,.775,1.9,3.1,5.1,0.6,0.4,0.8,1.0,1.9,7.6
9,Kadeem Allen\allenka01,PG,25,BOS,7,0,3.9,0.1,0.9,.167,0.0,0.4,.000,0.1,0.4,.333,.167,0.4,0.6,.750,0.1,0.3,0.4,0.1,0.1,0.0,0.4,0.3,0.7
10,Tony Allen\allento01,SF,36,NOP,22,0,12.4,2.0,4.1,.484,0.2,0.5,.333,1.8,3.6,.506,.505,0.5,1.0,.524,0.9,1.2,2.1,0.4,0.5,0.1,0.9,2.2,4.7
11,Al-Farouq Aminu\aminual01,PF,27,POR,45,43,30.0,3.4,8.4,.405,1.9,4.8,.394,1.5,3.6,.421,.517,0.8,1.1,.750,1.2,6.2,7.4,1.1,1.0,0.6,1.0,1.8,9.5
12,Justin Anderson\anderju01,SF,24,PHI,26,0,14.0,2.3,5.1,.444,0.8,2.4,.349,1.4,2.7,.529,.526,0.7,1.0,.680,0.7,1.7,2.3,0.6,0.4,0.2,0.3,1.5,6.0
13,Kyle Anderson\anderky01,SF,24,SAS,51,45,27.4,3.2,6.2,.516,0.2,0.7,.306,3.0,5.5,.543,.533,1.5,2.0,.760,1.1,4.6,5.7,2.7,1.4,0.8,1.4,1.5,8.2
14,Ryan Anderson\anderry01,PF,29,HOU,55,50,27.8,3.4,7.8,.434,2.1,5.5,.387,1.2,2.3,.548,.571,1.2,1.5,.790,1.5,3.9,5.3,1.0,0.4,0.3,0.7,1.8,10.1
15,Ike Anigbogu\anigbik01,C,19,IND,10,0,2.8,0.4,0.9,.444,0.0,0.0,,0.4,0.9,.444,.444,0.5,0.6,.833,0.5,0.4,0.9,0.0,0.1,0.3,0.2,0.1,1.3
16,Giannis Antetokounmpo\antetgi01,PF,23,MIL,53,53,37.0,10.2,18.9,.540,0.5,1.8,.290,9.7,17.2,.565,.553,6.8,9.1,.753,2.2,8.2,10.4,4.8,1.4,1.3,2.8,3.0,27.8
17,Carmelo Anthony\anthoca01,PF,33,OKC,56,56,32.3,6.4,15.6,.412,2.1,5.9,.348,4.4,9.6,.452,.479,2.2,2.8,.774,0.7,5.2,5.9,1.4,0.6,0.7,1.3,2.6,17.1
18,OG Anunoby\anunoog01,SF,20,TOR,57,45,20.8,2.2,4.9,.444,1.0,2.9,.345,1.2,2.0,.588,.547,0.6,0.9,.694,0.6,1.9,2.5,0.8,0.8,0.1,0.6,1.8,5.9
19,Ryan Arcidiacono\arcidry01,PG,23,CHI,13,0,9.2,0.4,0.9,.417,0.2,0.8,.300,0.2,0.2,1.000,.542,0.2,0.2,1.000,0.0,0.5,0.5,1.0,0.4,0.0,0.2,0.8,1.2
20,Trevor Ariza\arizatr01,SF,32,HOU,44,44,35.0,4.1,9.6,.424,2.7,7.1,.383,1.3,2.5,.541,.566,1.2,1.4,.883,0.5,4.1,4.7,1.6,1.5,0.2,0.9,1.9,12.1
21,Darrell Arthur\arthuda01,PF,29,DEN,15,1,8.6,1.3,2.8,.476,0.4,1.3,.316,0.9,1.5,.609,.548,0.1,0.2,.667,0.2,0.8,1.0,0.6,0.5,0.1,1.0,1.3,3.2
22,Jamel Artis\artisja01,SG,25,ORL,5,0,11.0,0.8,3.4,.235,0.0,1.0,.000,0.8,2.4,.333,.235,0.2,0.6,.333,0.2,1.2,1.4,0.8,0.0,0.0,0.0,0.0,1.8
23,Omer Asik\asikom01,C,31,NOP,14,0,8.6,0.5,1.1,.438,0.0,0.0,,0.5,1.1,.438,.438,0.3,0.9,.333,0.5,2.1,2.6,0.1,0.1,0.1,0.4,1.0,1.3
24,D.J. Augustin\augusdj01,PG,30,ORL,50,11,21.0,2.7,6.4,.426,1.3,3.3,.398,1.4,3.1,.458,.530,2.2,2.5,.857,0.4,1.5,1.8,3.2,0.8,0.0,1.4,1.2,8.9
25,Luke Babbitt\babbilu01,SF,28,TOT,38,9,15.2,2.2,4.5,.480,1.3,3.0,.447,0.8,1.5,.544,.629,0.4,0.6,.773,0.1,2.0,2.1,0.7,0.2,0.1,0.4,1.3,6.1
25,Luke Babbitt\babbilu01,SF,28,ATL,37,9,15.4,2.2,4.5,.476,1.3,3.0,.441,0.8,1.5,.544,.622,0.5,0.6,.773,0.1,2.1,2.2,0.7,0.2,0.1,0.4,1.3,6.1
25,Luke Babbitt\babbilu01,SF,28,MIA,1,0,9.0,2.0,3.0,.667,2.0,3.0,.667,0.0,0.0,,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0
26,Dwayne Bacon\bacondw01,SG,22,CHO,35,6,13.4,1.2,3.3,.357,0.3,0.9,.313,0.9,2.4,.373,.400,0.3,0.4,.714,0.0,2.5,2.6,0.6,0.3,0.1,0.5,1.1,2.9
27,Ron Baker\bakerro01,SG,24,NYK,29,1,13.3,0.7,2.0,.339,0.4,1.1,.333,0.3,0.9,.346,.432,0.7,0.9,.769,0.2,0.9,1.0,1.6,0.9,0.2,0.6,1.1,2.4
28,Lonzo Ball\balllo01,PG,20,LAL,36,36,33.9,3.9,11.1,.356,1.6,5.4,.303,2.3,5.7,.407,.430,0.7,1.4,.480,1.3,5.8,7.1,7.1,1.5,0.9,2.7,2.2,10.2
29,J.J. Barea\bareajo01,PG,33,DAL,53,3,23.2,4.2,9.8,.423,1.6,4.5,.354,2.6,5.3,.482,.505,1.4,1.7,.783,0.2,2.8,3.0,6.2,0.5,0.1,2.0,1.4,11.3
30,Harrison Barnes\barneha02,PF,25,DAL,56,56,34.4,6.8,15.2,.449,1.4,4.0,.350,5.4,11.2,.485,.495,3.2,3.9,.826,1.1,5.5,6.6,1.9,0.7,0.2,1.5,1.2,18.3
31,Will Barton\bartowi01,SG,27,DEN,57,23,32.4,5.4,12.2,.443,1.8,5.0,.367,3.6,7.2,.495,.518,2.0,2.6,.779,0.8,4.0,4.8,4.1,1.1,0.6,1.8,1.9,14.7
32,Nicolas Batum\batumni01,SG,29,CHO,43,43,31.6,4.4,10.8,.413,1.5,4.6,.325,3.0,6.2,.477,.482,1.6,2.0,.795,0.9,3.4,4.3,4.7,1.0,0.3,2.0,1.2,12.0
33,Jerryd Bayless\bayleje01,SG,29,PHI,39,11,23.7,2.8,6.7,.416,1.4,3.7,.370,1.4,3.0,.474,.519,0.9,1.1,.795,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,7.9
34,Aron Baynes\baynear01,C,31,BOS,59,45,18.1,2.4,5.3,.461,0.0,0.2,.000,2.4,5.1,.475,.461,0.8,1.1,.750,1.5,3.8,5.3,0.9,0.3,0.6,0.9,2.5,5.7
35,Kent Bazemore\bazemke01,SG,28,ATL,58,58,27.9,4.4,10.6,.414,1.7,4.3,.398,2.7,6.3,.425,.494,2.5,3.2,.798,0.4,3.6,4.0,3.6,1.6,0.7,2.4,2.3,13.0
36,Bradley Beal\bealbr01,SG,24,WAS,57,57,36.4,8.6,18.7,.461,2.4,6.6,.370,6.2,12.1,.511,.526,3.9,5.0,.795,0.8,3.7,4.5,4.2,1.2,0.5,2.4,1.8,23.6
37,Malik Beasley\beaslma01,SG,21,DEN,49,0,10.1,1.2,3.0,.403,0.4,1.3,.281,0.9,1.7,.494,.463,0.3,0.5,.667,0.3,1.0,1.3,0.5,0.2,0.1,0.4,0.7,3.1
38,Michael Beasley\beaslmi01,PF,29,NYK,52,11,20.8,5.3,10.6,.503,0.4,1.0,.385,4.9,9.6,.515,.521,1.9,2.4,.776,1.4,4.0,5.4,1.4,0.5,0.6,1.9,1.8,12.9
39,Marco Belinelli\belinma01,SG,31,TOT,53,1,23.4,3.9,9.4,.415,1.8,4.8,.377,2.1,4.6,.455,.511,1.9,2.1,.927,0.2,1.6,1.9,1.9,0.9,0.1,1.1,0.8,11.5
39,Marco Belinelli\belinma01,SG,31,ATL,52,1,23.3,3.8,9.3,.411,1.8,4.8,.372,2.1,4.6,.451,.506,1.9,2.1,.927,0.3,1.7,1.9,2.0,0.9,0.1,1.0,0.8,11.4
39,Marco Belinelli\belinma01,SG,31,PHI,1,0,28.0,7.0,12.0,.583,3.0,5.0,.600,4.0,7.0,.571,.708,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,17.0
40,Jordan Bell\belljo01,C,23,GSW,38,11,14.4,2.3,3.4,.664,0.0,0.1,.000,2.3,3.4,.680,.664,0.5,0.8,.667,1.2,2.7,3.9,1.8,0.7,1.1,1.0,1.9,5.1
41,DeAndre' Bembry\bembrde01,SF,23,ATL,20,0,16.9,1.9,4.8,.385,0.4,1.2,.304,1.5,3.7,.411,.422,0.7,1.1,.667,0.4,2.1,2.5,1.5,0.7,0.5,1.8,1.5,4.8
42,Dragan Bender\bendedr01,PF,20,PHO,59,14,23.3,2.2,5.6,.391,1.4,3.7,.379,0.8,1.9,.414,.517,0.4,0.5,.750,0.4,3.3,3.7,1.3,0.3,0.6,1.3,1.9,6.2
43,Davis Bertans\bertada01,PF,25,SAS,55,7,15.4,2.3,5.1,.440,1.3,3.5,.366,1.0,1.6,.602,.566,0.5,0.7,.833,0.3,2.0,2.2,1.0,0.3,0.4,0.5,1.3,6.3
44,Patrick Beverley\beverpa01,SG,29,LAC,11,11,30.4,4.4,10.8,.403,2.2,5.5,.400,2.2,5.4,.407,.504,1.3,1.5,.824,1.5,2.6,4.1,2.9,1.7,0.5,2.3,3.1,12.2
45,Khem Birch\birchkh01,C,25,ORL,21,0,12.5,1.4,2.7,.526,0.0,0.0,,1.4,2.7,.526,.526,0.7,1.0,.636,1.6,2.2,3.9,0.7,0.4,0.5,0.6,1.3,3.5
46,Jabari Bird\birdja01,SG,23,BOS,4,0,5.5,0.3,1.0,.250,0.0,0.5,.000,0.3,0.5,.500,.250,0.8,1.3,.600,0.0,0.5,0.5,0.3,0.3,0.0,0.0,0.5,1.3
47,Bismack Biyombo\biyombi01,C,25,ORL,57,23,19.4,2.2,4.2,.529,0.0,0.0,.000,2.2,4.2,.531,.529,1.4,2.0,.687,1.8,4.2,6.0,0.7,0.3,1.3,1.1,2.1,5.9
48,Nemanja Bjelica\bjeline01,PF,29,MIN,46,4,15.7,2.1,4.4,.488,1.0,2.3,.433,1.2,2.1,.546,.600,0.5,0.6,.852,0.6,2.5,3.1,0.9,0.5,0.2,0.6,1.8,5.7
49,Tarik Black\blackta01,C,26,HOU,37,0,10.2,1.5,2.6,.589,0.0,0.2,.000,1.5,2.4,.644,.589,0.6,1.2,.467,1.2,1.8,2.9,0.2,0.4,0.5,0.8,2.2,3.6
50,Antonio Blakeney\blakean01,SG,21,CHI,12,0,14.2,2.5,6.8,.366,0.8,2.5,.300,1.8,4.3,.404,.421,1.3,1.8,.762,0.3,1.4,1.7,0.6,0.2,0.0,0.7,0.7,7.1
51,Eric Bledsoe\bledser01,PG,28,TOT,49,49,30.8,6.1,13.5,.453,1.6,4.9,.321,4.5,8.6,.529,.511,3.4,4.4,.780,0.7,2.9,3.6,4.5,2.1,0.6,2.9,2.4,17.2
51,Eric Bledsoe\bledser01,PG,28,PHO,3,3,27.7,5.3,13.3,.400,1.3,4.3,.308,4.0,9.0,.444,.450,3.7,4.7,.786,1.0,1.3,2.3,3.0,1.3,0.7,3.3,2.0,15.7
51,Eric Bledsoe\bledser01,PG,28,MIL,46,46,31.0,6.2,13.5,.456,1.6,4.9,.322,4.6,8.5,.534,.515,3.4,4.3,.780,0.6,3.0,3.6,4.6,2.2,0.6,2.9,2.4,17.3
52,Vander Blue\blueva01,SG,25,LAL,5,0,9.0,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,0.2,0.4,.500,0.0,0.2,0.2,0.6,0.2,0.0,0.6,0.4,0.6
53,Bogdan Bogdanovic\bogdabo01,SG,25,SAC,54,29,27.4,4.3,9.3,.464,1.6,4.0,.400,2.7,5.3,.512,.550,1.3,1.5,.840,0.4,2.4,2.7,3.2,1.0,0.2,1.6,2.2,11.5
54,Bojan Bogdanovic\bogdabo02,SF,28,IND,57,57,30.6,4.9,10.4,.470,1.9,4.9,.386,3.0,5.5,.545,.561,2.0,2.4,.847,0.3,2.9,3.2,1.4,0.8,0.1,1.2,1.6,13.7
55,Andrew Bogut\bogutan01,C,33,LAL,24,5,9.0,0.7,1.0,.680,0.0,0.0,,0.7,1.0,.680,.680,0.1,0.1,1.000,1.1,2.2,3.3,0.6,0.2,0.5,0.8,1.7,1.5
56,Joel Bolomboy\bolomjo01,PF,24,MIL,6,0,6.3,0.5,1.0,.500,0.0,0.2,.000,0.5,0.8,.600,.500,0.5,1.0,.500,1.0,0.7,1.7,0.0,0.3,0.0,0.3,0.5,1.5
57,Devin Booker\bookede01,SG,21,PHO,44,44,34.1,8.1,18.8,.430,2.7,7.0,.383,5.4,11.8,.458,.502,5.4,6.1,.888,0.4,4.0,4.4,4.8,0.9,0.3,3.5,3.0,24.2
58,Trevor Booker\booketr01,PF,30,TOT,48,5,17.5,2.8,5.3,.530,0.1,0.4,.235,2.7,4.9,.551,.538,1.1,1.7,.688,1.7,3.2,4.9,1.3,0.5,0.3,1.0,1.8,6.8
58,Trevor Booker\booketr01,PF,30,BRK,18,5,21.9,4.3,8.3,.513,0.2,0.7,.250,4.1,7.7,.536,.523,1.3,2.4,.558,2.1,4.5,6.6,2.1,0.4,0.3,1.7,2.4,10.1
